experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
209,2026-09-01 12:38:20,train,169,full_training,1.1601109504699707,0.03742537274956703,28.0,1,0,0.024816090997774154,3.2280778884887695,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.156,384,2.081876039505005,1.7855732478434743,0.06628118437430429,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,18.678922653198242,-253.227783203125,77.19230651855469,13.388216018676758,113.3279800415039,3.498800039291382,3.3816092014312744,3.501631259918213,4.763521671295166,220.3607940673828,0.43822869658470154,0.5597812831401825
210,2026-09-01 12:38:20,train,169,full_training,1.6154429912567139,0.04993477463722229,20.0,1,0,0.0186920230044052,3.6514527797698975,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.156,384,2.081876039505005,1.7855732478434743,0.06628118437430429,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,5.319293022155762,-8.658924102783203,89.30741882324219,15.232315063476562,28.03763771057129,2.059962034225464,1.9611506462097168,1.2699079513549805,1.7251641750335693,70.63688659667969,0.18287768959999084,0.08603772521018982
211,2026-09-01 12:38:21,train,170,full_training,3.068772315979004,0.04354438558220863,390.0,1,0,0.36215498100500554,8.143123626708984,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.273,512,2.200085163116455,1.8131865682659314,0.03784528918811696,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,11.048912048339844,-29.032987594604492,101.62908935546875,18.516342163085938,39.59265975952148,5.384350776672363,5.177175521850586,1.862043023109436,3.4585464000701904,69.49813079833984,0.256455734372139,0.17694925516843796
212,2026-09-01 12:38:21,train,170,full_training,3.309880495071411,0.044328171759843826,297.0,1,0,0.26263629901222885,7.18973970413208,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.273,512,2.200085163116455,1.8131865682659314,0.03784528918811696,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,19.880910873413086,-47.21525573730469,101.62908935546875,18.516338348388672,89.20793342590332,5.384350299835205,5.177175521850586,3.3135299682617188,5.054995536804199,84.4402084350586,0.45636633038520813,0.5603393018245697
213,2026-09-01 12:38:21,train,170,full_training,3.084109306335449,0.049874648451805115,297.0,1,0,0.3227579020021949,7.538365364074707,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.273,512,2.200085163116455,1.8131865682659314,0.03784528918811696,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,10.524850845336914,-69.29381561279297,113.51969909667969,18.2735538482666,19.452870559692382,3.5825393199920654,3.4665822982788086,1.4091006517410278,4.31380558013916,103.04273986816406,0.22177627682685852,0.12343118712306023
214,2026-09-01 12:38:22,train,171,full_training,13.915719985961914,0.04518331587314606,361.0,1,0,0.43466816400177777,8.3262939453125,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.116,768,4.523515224456787,2.173583231261929,0.025636274183124523,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,52.410179138183594,-1702.5062255859375,112.10409545898438,18.046598434448242,116.09667282104492,7.585730075836182,6.286670207977295,2.1741621494293213,17.386741638183594,136.8035125732422,0.3123314827680588,0.25847310572862625
215,2026-09-01 12:38:22,train,171,full_training,22.272777557373047,0.04668943211436272,330.0,1,0,0.3409117179980967,7.691518306732178,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.116,768,4.523515224456787,2.173583231261929,0.025636274183124523,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,146.640869140625,-11263.0107421875,112.10409545898438,18.046598434448242,344.2938512802124,7.585731506347656,6.286674976348877,3.6287760734558105,39.949424743652344,848.025634765625,0.5212956219911575,0.720032274723053
216,2026-09-01 12:38:23,train,171,full_training,11.353681564331055,0.049774445593357086,265.0,1,0,0.24998177497764118,8.223355293273926,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.116,768,4.523515224456787,2.173583231261929,0.025636274183124523,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,29.093122482299805,-750.57275390625,106.9148941040039,18.922199249267578,95.18690948486328,4.246767997741699,4.017916679382324,1.542384386062622,12.466063499450684,36.04655075073242,0.27698688209056854,0.16387366503477097
217,2026-09-01 12:38:23,train,172,full_training,1.7511076927185059,0.04989855736494064,18.0,1,0,0.015568531001918018,3.1157495975494385,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.058,512,1.8007110357284546,1.7130293365804028,0.06231148412060411,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,5.471760272979736,-9.67175579071045,70.02515411376953,13.75243091583252,29.29918165206909,3.536208152770996,3.3740737438201904,1.663926362991333,1.7353777885437012,19.12232208251953,0.20075467973947525,0.11276616528630257
218,2026-09-01 12:38:23,train,172,full_training,1.0340553522109985,0.04490410536527634,8.0,1,0,0.0068627809814643115,2.0007944107055664,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.058,512,1.8007110357284546,1.7130293365804028,0.06231148412060411,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,17.713829040527344,-209.7054901123047,70.02515411376953,13.752427101135254,96.35556030273438,3.536208152770996,3.374074697494507,3.5297207832336426,4.677614688873291,75.08328247070312,0.42586496472358704,0.5074476897716522
219,2026-09-01 12:38:23,train,172,full_training,2.566004753112793,0.04467711225152016,22.0,1,0,0.021974458009935915,3.5538482666015625,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.058,512,1.8007110357284546,1.7130293365804028,0.06231148412060411,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,5.800751686096191,-14.528278350830078,80.76547241210938,15.245159149169922,26.533419799804687,2.0342957973480225,1.9452325105667114,1.2535500526428223,1.9635875225067139,25.421142578125,0.1782287061214447,0.07701877504587173
220,2026-09-01 12:38:23,train,173,full_training,1.222816824913025,0.0429215170443058,166.0,1,0,0.1658877500158269,6.391673564910889,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.146,512,1.9865691661834717,1.7621430900948654,0.030291027228857074,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,15.838022232055664,-104.54802703857422,98.68446350097656,16.895322799682617,56.8485610961914,5.243103504180908,4.839634418487549,1.9038188457489014,4.841367721557617,185.87374877929688,0.31261301040649414,0.264701172709465
221,2026-09-01 12:38:23,train,173,full_training,1.7817151546478271,0.04967522621154785,140.0,1,0,0.13565011997707188,5.975011348724365,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.146,512,1.9865691661834717,1.7621430900948654,0.030291027228857074,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,38.28432846069336,-578.9719848632812,98.68446350097656,16.89531135559082,142.88227081298828,5.24310302734375,4.839635372161865,3.3878703117370605,10.181896209716797,785.5457153320312,0.5562989413738251,0.8382203876972198
222,2026-09-01 12:38:23,train,173,full_training,1.0058836936950684,0.03918243199586868,159.0,1,0,0.14684903298621066,6.225159168243408,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.146,512,1.9865691661834717,1.7621430900948654,0.030291027228857074,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,9.545470237731934,-55.54629898071289,113.13813781738281,17.425493240356445,28.939599990844727,3.4690299034118652,3.455225706100464,1.4555673599243164,3.8413121700286865,129.70907592773438,0.2514077425003052,0.15321610867977142
223,2026-09-01 12:38:23,train,174,full_training,6.605494022369385,0.0447688028216362,96.0,1,0,0.0981726509926375,5.255422592163086,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.133,256,2.7015511989593506,1.9158515962901812,0.021316493814775437,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,23.044036865234375,-222.34532165527344,44.59620666503906,12.452241897583008,-0.3154961585998535,2.4235026836395264,2.2787506580352783,1.3138878345489502,8.365500450134277,101.92281341552734,0.158824160695076,0.07001753523945808
224,2026-09-01 12:38:24,train,174,full_training,6.810173034667969,0.03307925909757614,105.0,1,0,0.1047761520021595,4.506234169006348,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.133,256,2.7015511989593506,1.9158515962901812,0.021316493814775437,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,247.24282836914062,64.71177673339844,-1088.29296875,44.59620666503906,12.452241897583008,83.65189332962036,2.4235026836395264,2.2787508964538574,3.1733410358428955,17.4444580078125,603.4647216796875,0.38359682261943817,0.4084356725215912
225,2026-09-01 12:38:24,train,174,full_training,5.845578193664551,0.03398136794567108,98.0,1,0,0.09064796901657246,5.863582611083984,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.133,256,2.7015511989593506,1.9158515962901812,0.021316493814775437,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,14.496583938598633,-91.35586547851562,48.95208740234375,12.192048072814941,-3.6281620025634767,1.779140591621399,1.6756019592285156,1.2113888263702393,6.39306640625,61.67837905883789,0.16818755865097046,0.0671982541680336
226,2026-09-01 12:38:24,train,175,full_training,2.263913869857788,0.03982796147465706,26.0,1,0,0.026246818975778297,4.765149116516113,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.07,384,1.9107416868209839,1.7426842753996985,0.033264524696958724,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,12.45202922821045,-73.73049926757812,99.80693817138672,17.358264923095703,70.76287355422974,4.099488258361816,3.7903337478637695,1.8009694814682007,3.583073139190674,213.79061889648438,0.25839580595493317,0.17927180230617523
227,2026-09-01 12:38:24,train,175,full_training,3.8022077083587646,0.028335297480225563,26.0,1,0,0.023743816011119634,4.580230712890625,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.07,384,1.9107416868209839,1.7426842753996985,0.033264524696958724,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,40.64891815185547,-714.012939453125,99.80693817138672,17.358264923095703,240.2635467529297,4.099488735198975,3.790334939956665,3.4642341136932373,9.707452774047852,1159.315185546875,0.4970342814922333,0.6633056700229645
228,2026-09-01 12:38:24,train,175,full_training,2.046802520751953,0.048704683780670166,23.0,1,0,0.02462541699060239,4.446260452270508,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.07,384,1.9107416868209839,1.7426842753996985,0.033264524696958724,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,8.028764724731445,-36.50585174560547,100.74217224121094,17.299766540527344,45.03857650756836,2.796705722808838,2.614591598510742,1.3104405403137207,2.867797374725342,242.2267608642578,0.20967642217874527,0.11782647669315338
229,2026-09-01 12:38:24,train,176,full_training,1.6904385089874268,0.04950658604502678,81.0,1,0,0.09169757799827494,5.432833194732666,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.017,384,1.9395380020141602,1.7501634339161478,0.037743803738322174,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,10.563383102416992,-100.86524200439453,89.16768646240234,13.905363082885742,17.757713985443115,3.348111152648926,3.2173070907592773,1.6230976581573486,4.351747035980225,180.29248046875,0.20478611439466476,0.11462985351681709
230,2026-09-01 12:38:24,train,176,full_training,2.776292324066162,0.042309440672397614,72.0,1,0,0.0749267420032993,5.04742956161499,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.017,384,1.9395380020141602,1.7501634339161478,0.037743803738322174,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,40.18381881713867,-1292.567138671875,89.16768646240234,13.905357360839844,80.19010944366455,3.3481109142303467,3.2173049449920654,3.4431097507476807,13.102866172790527,1611.65869140625,0.4344169348478317,0.5158342868089676
231,2026-09-01 12:38:24,train,176,full_training,1.694214940071106,0.04699846729636192,91.0,1,0,0.09813567998935468,5.586613178253174,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.017,384,1.9395380020141602,1.7501634339161478,0.037743803738322174,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,8.126748085021973,-44.943641662597656,77.17082977294922,15.83116626739502,16.66990566253662,2.01759672164917,1.974612832069397,1.2680153846740723,3.2302348613739014,66.7658462524414,0.1854800507426262,0.08123760297894478
232,2026-09-01 12:38:25,train,177,full_training,4.338425159454346,0.04119124263525009,246.0,1,0,0.26657259301282465,9.454278945922852,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.15,384,6.238734722137451,2.334327229671031,0.040983647591368765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,16.01654052734375,-171.5090789794922,63.50596618652344,13.006614685058594,16.24734401702881,3.392728090286255,3.1140682697296143,1.6852409839630127,6.793779373168945,114.7741470336914,0.2300012707710266,0.14292027056217194
233,2026-09-01 12:38:25,train,177,full_training,6.400949478149414,0.04921437054872513,278.0,1,0,0.25683297897921875,8.585271835327148,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.15,384,6.238734722137451,2.334327229671031,0.040983647591368765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,50.98041915893555,-1301.7147216796875,63.50596618652344,13.006614685058594,100.42911987304687,3.392728090286255,3.1140689849853516,3.5749356746673584,15.166813850402832,544.994384765625,0.4879063665866852,0.6431411802768707
234,2026-09-01 12:38:25,train,177,full_training,3.966425895690918,0.047622598707675934,220.0,1,0,0.21184557199012488,9.317625045776367,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.15,384,6.238734722137451,2.334327229671031,0.040983647591368765,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,12.494380950927734,-128.20120239257812,80.33757019042969,15.042801856994629,-7.757260799407959,1.9658944606781006,1.9591398239135742,1.2721681594848633,6.069063663482666,89.4959487915039,0.20239927619695663,0.09694283828139305
235,2026-09-01 12:38:25,train,178,full_training,1.4698817729949951,0.047469548881053925,27.0,1,0,0.024173090001568198,3.4524502754211426,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,2,0.287,768,2.028312921524048,1.77254072039472,0.028451807941695474,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,10.29638671875,-36.88551712036133,-127.59991455078125,7.085178375244141,20.335626220703126,1.848535418510437,1.468858242034912,1.261806845664978,3.4860620498657227,49.39394760131836,0.13884614408016205,0.06753662787377834
236,2026-09-01 12:38:25,train,178,full_training,1.2096506357192993,0.04217357188463211,209.0,1,0,0.19002879099571146,3.5468807220458984,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,2,0.287,768,2.028312921524048,1.77254072039472,0.028451807941695474,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,203.48391723632812,22.89555549621582,-180.62957763671875,-127.59991455078125,7.085179328918457,239.7139030456543,1.848535418510437,1.4688584804534912,3.678767681121826,7.483275890350342,426.3020935058594,0.404802605509758,0.5740613788366318
237,2026-09-01 12:38:25,train,178,full_training,1.5924832820892334,0.04479679837822914,27.0,1,0,0.026892768015386537,3.675677537918091,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,2,0.287,768,2.028312921524048,1.77254072039472,0.028451807941695474,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,7.207494735717773,-21.514881134033203,-154.81884765625,7.296270847320557,-0.15772247314453125,1.3208880424499512,1.269253134727478,1.0834920406341553,2.571922779083252,23.593063354492188,0.12366597354412079,0.04895790293812752
238,2026-09-01 12:38:26,train,179,full_training,1.4511797428131104,0.04053301364183426,74.0,1,0,0.07756195397814736,5.2734761238098145,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.037,256,1.8855950832366943,1.7360602657566087,0.048739738949827485,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,7.5313029289245605,-28.761362075805664,97.80430603027344,16.563669204711914,54.31886177062988,3.9591658115386963,3.603276252746582,1.7084399461746216,2.147865056991577,63.28543472290039,0.2407139167189598,0.15401716530323029
239,2026-09-01 12:38:26,train,179,full_training,2.8995423316955566,0.04951867833733559,66.0,1,0,0.06000518999644555,4.9764084815979,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.037,256,1.8855950832366943,1.7360602657566087,0.048739738949827485,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,28.261920928955078,-504.272705078125,97.80430603027344,16.563669204711914,183.66432418823243,3.9591660499572754,3.6032769680023193,3.286250114440918,7.226836204528809,516.489501953125,0.46302251517772675,0.5698635578155518
240,2026-09-01 12:38:26,train,179,full_training,1.1828744411468506,0.045616697520017624,62.0,1,0,0.06039863498881459,5.223621845245361,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.037,256,1.8855950832366943,1.7360602657566087,0.048739738949827485,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,3.907559633255005,-4.447685241699219,100.20245361328125,16.571765899658203,28.191410636901857,2.8229236602783203,2.725916624069214,1.3189823627471924,1.3210093975067139,19.83913803100586,0.19434921443462372,0.09598414972424507
241,2026-09-01 12:47:41,train,1,full_training,0.830467164516449,0.026359131559729576,19.0,1,0,0.018892419000621885,3.291778564453125,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.1,256,2.0292224884033203,1.772764887728487,0.04422137646198132,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,6.210914134979248,-7.780642986297607,65.91829681396484,14.126775741577148,29.670841407775878,3.3153140544891357,3.2179951667785645,1.6119086742401123,1.8767220973968506,75.22916412353516,0.17642339318990707,0.09031961858272552
242,2026-09-01 12:47:41,train,1,full_training,1.35580575466156,0.037396952509880066,17.0,1,0,0.017843270994490013,2.9418437480926514,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.1,256,2.0292224884033203,1.772764887728487,0.04422137646198132,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,17.073518753051758,-237.26718139648438,65.91829681396484,14.126779556274414,80.78423080444335,3.3153138160705566,3.2179951667785645,3.4193742275238037,4.669451713562012,36.22666549682617,0.37425048649311066,0.4064382463693619
243,2026-09-01 12:47:41,train,1,full_training,1.1895465850830078,0.02463325299322605,20.0,1,0,0.018329340004129335,3.6308207511901855,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.1,256,2.0292224884033203,1.772764887728487,0.04422137646198132,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,6.239274501800537,-12.705279350280762,88.1704330444336,15.457890510559082,29.459704685211182,2.0914056301116943,2.069622278213501,1.2550272941589355,2.0931735038757324,97.86592864990234,0.16321174055337906,0.06850162893533707
244,2026-09-01 12:47:42,train,2,full_training,1.0798277854919434,0.04396172612905502,115.0,1,0,0.0997539579984732,6.072940826416016,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.1,512,1.9600470066070557,1.755422761163484,0.025829305249334335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,11.88781452178955,-45.79234313964844,100.92446899414062,17.89844512939453,39.42365255355835,5.382480144500732,4.58633279800415,1.8839805126190186,3.4339966773986816,43.82521438598633,0.2908683121204376,0.21807674318552017
245,2026-09-01 12:47:42,train,2,full_training,1.6500192880630493,0.04965536668896675,117.0,1,0,0.10209861901239492,6.168213844299316,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.1,512,1.9600470066070557,1.755422761163484,0.025829305249334335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,26.623336791992188,-214.91043090820312,100.92446899414062,17.89845085144043,111.16880989074707,5.382480144500732,4.586334228515625,3.352567434310913,6.57961368560791,166.9491424560547,0.5176039934158325,0.6905763447284698
246,2026-09-01 12:47:42,train,2,full_training,0.9132771492004395,0.034309737384319305,115.0,1,0,0.11172515997895971,6.38893985748291,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.1,512,1.9600470066070557,1.755422761163484,0.025829305249334335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,9.135639190673828,-44.00794982910156,109.76161193847656,17.88730239868164,30.616767501831056,3.550140380859375,3.438891649246216,1.460341215133667,3.420865058898926,40.305084228515625,0.241234689950943,0.13761577010154724
247,2026-09-01 12:47:42,train,3,full_training,5.565761566162109,0.047867193818092346,191.0,1,0,0.17199867000454105,7.864662170410156,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.1,384,4.589955806732178,2.180873731136262,0.0312231685871935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,14.87795352935791,-44.55958938598633,90.80648803710938,15.763803482055664,77.68916053771973,4.08700704574585,3.479933500289917,1.7770894765853882,5.644482135772705,776.1986694335938,0.25129490345716476,0.17207051068544388
248,2026-09-01 12:47:42,train,3,full_training,5.21388578414917,0.03246653825044632,127.0,1,0,0.12206232800963335,7.184310436248779,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.1,384,4.589955806732178,2.180873731136262,0.0312231685871935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,29.131193161010742,-128.59243774414062,90.80648803710938,15.763799667358398,252.07793502807618,4.08700704574585,3.4799342155456543,3.418299913406372,7.2486724853515625,2046.01416015625,0.4833754152059555,0.6366609334945679
249,2026-09-01 12:47:42,train,3,full_training,6.023970603942871,0.045462194830179214,264.0,1,0,0.22374639101326466,8.027772903442383,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.1,384,4.589955806732178,2.180873731136262,0.0312231685871935,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,11.129603385925293,-60.7789306640625,102.70343017578125,16.894424438476562,26.492049980163575,2.9229965209960938,2.608851194381714,1.2979936599731445,5.2260518074035645,312.62298583984375,0.20187526941299438,0.10743525996804237
